,Workout Name,Body Part,Equipment
1223,T-Bar Row - Gethin Variation,Abs,
1224,Cable Straight-Arm Pulldown - Gethin Variation,Back,Cable
1225,Single-arm cable triceps kick-back,Triceps,Cable
1226,Standing reverse-grip cable curl,Biceps,Cable
1227,Incline cable rope triceps extension,Triceps,Cable
1228,Standing cable high-to-low twist,Abs,Cable
1229,Seated triceps push-down,Triceps,Other
1230,Machine chest fly,Chest,Machine
1231,Single-arm inverted row,Shoulders,Barbell
1232,Leg Extenstions - Gethin Variation,Abs,
1233,Reverse-grip cable straight-bar push-down,Triceps,Cable
1234,Seated cable deadlift,Back,Cable
1235,Hanging Windshield Wiper,Abs,None
1236,Deadlift - Gethin Variation,Back,Barbell
1237,Incline Dumbbell Fly - Gethin Variation,Chest,Dumbbell
1238,Decline Barbell Triceps Extension - Gethin Variation,Triceps,Barbell
1239,Dumbbell seal row,Back,Dumbbell
1240,Back Flyes - Gethin Variation,Back,Other
1241,TRX Pendulum,Abs,
1242,Bodyweight Squat - Gethin Variation,Legs,Body Only
1243,FYR Alternating Lunge,Legs,Body Only
1244,Seated Hamstring Curl - Gethin Variation,Legs,Machine
1245,Assist machine triceps push-down,Triceps,Machine
1246,Close push-up,Chest,Body Only
1247,Bent-Over Barbell Row - Gethin Variation,Back,Barbell
1248,Roman Chair Side Ups,Abs,Body Only
1249,Hamstring Contraction,Legs,
1250,Rope Lat Pull-down - Gethin Variation,Back,Cable
1251,One-Arm Cable Crossover - Gethin Variation,Chest,Cable
1252,Glute-Ham Raise - Gethin Variation,Legs,Body Only
1253,Leg Extensions - Gethin Variations,Abs,
1254,Dumbbell bench press-,Chest,Dumbbell
1255,Machine Shrug - Gethin Variation,Shoulders,Machine
1256,Lower Back Stretch - Yates Variation,Back,Body Only
1257,Kneeling Cable Triceps Extension - Gethin Variation,Triceps,Cable
1258,One-Arm Cable Read Delt Fly - Gethin Variation,Back,Cable
1259,Decline dumbbell fly and press,Chest,Dumbbell
1260,Push-Up Roll Out - Gethin Variation,Abs,Body Only
1261,Lying cable leg curl,Legs,Cable
1262,Incline straight-arm pull-over,Back,Other
1263,Single-leg lying leg curl,Legs,Machine
1264,Supine Two-Arm Overhead Throw,Abs,
1265,Single-arm dumbbell skullcrusher,Triceps,Dumbbell
1266,Smith machine front squat,Legs,Machine
1267,Cable stiff-legged deadlift,Back,Cable
1268,Machine Deadlift - Gethin Variation,Legs,Machine
1269,Lying high-cable biceps curl,Biceps,Cable
1270,BOSU cross-body crunch,Abs,Exercise Ball
1271,Single-arm machine preacher curl,Biceps,Machine
1272,Standing cable leg curl,Legs,Cable
1273,Incline dumbbell fly and press,Chest,Dumbbell
1274,Leg curl,Legs,Machine
1275,Single-arm bent-over rear delt fly,Abs,Other
1276,Cable Overhead Triceps Extension - Gethin Variation,Triceps,Cable
1277,Incline dumbbell biceps curl,Biceps,Bands
1278,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Back,Other
1279,Incline Cable Fly - Gethin Variation,Chest,Cable
1280,Captain's chair leg raise,Abs,Other
1281,Standing band biceps curl,Biceps,Barbell
1282,Chest-Supported Smith Machine Row - Gethin Variation,Back,Machine
1283,Single-leg hack squat,Legs,Machine
1284,Machine bench press,Chest,Machine
1285,Rack Pull - Gethin Variation,Back,Other
1286,Narrow-stance hack squat,Legs,Machine
1287,Reverse-grip dumbbell curl,Biceps,Dumbbell
1288,Smith machine close-grip bench press-,Triceps,Machine
1289,Cable Cross-Over - Gethin Variation,Chest,Cable
1290,Machine crunch,Abs,Machine
1291,Dumbbell Crunch - Gethin Variation,Abs,Dumbbell
1292,Band Standing Abductions,Abs,
1293,Seated cable chest fly,Chest,Cable
1294,Exercise Ball Knee Tuck - Gethin Varation,Abs,Exercise Ball
1295,Bodyweight Walking Lunge - Gethin Variation,Legs,Body Only
1296,Shoulder-Elevated One-Leg Hip Thrusts,Abs,Other
1297,Cross-Body Crunch - Gethin Variation,Abs,Body Only
1298,Squat Press - Gethin Variation,Legs,
1299,Single-arm decline dumbbell bench press,Chest,Dumbbell
1300,Decline leg lift with twist,Abs,Body Only
1301,Bent-Over Reverse Cable Fly,Abs,Cable
1302,Front-To-Back Barbell Squat,Legs,Barbell
1303,Dumbbell pull-over,Shoulders,Dumbbell
1304,Hanging Leg Raise - Variation Gethin,Abs,Body Only
1305,Single-arm incline dumbbell bench press,Chest,Dumbbell
1306,Hex Bar Deadlift - Gethin Variation,Back,Other
1307,Butterfly crunch,Abs,Body Only
1308,Incline Dumbbell Curl - Gethin Variation,Biceps,Dumbbell
1309,Alternating Single-Leg Curl - Gethin Variation,Legs,Machine
1310,High-Pulley Cable Curl - Gethin Variation,Biceps,Cable
1311,Rope Climb Crunch,Abs,
1312,Cross-body mountain climber,Abs,Body Only
1313,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Triceps,Cable
1314,Straight-Arm Pull-Down - Gethin Variation,Back,Cable
1315,Stiff-Legged Deadlift - Gethin Variation,Legs,Machine
1316,Lunge glute stretch,Legs,Body Only
1317,Standing hamstring stretch,Legs,Body Only
1318,Leg Extension - Gethin Variation,Legs,Machine
1319,Close-Grip EZ-Bar Curl - Gethin Variation,Biceps,Barbell
1320,Standing Dumbbell Shrug - Gethin Variation,Shoulders,Dumbbell
1321,Single-arm dumbbell row,Shoulders,Dumbbell
1322,Standing High Cable Curl - Gethin Variation,Biceps,Cable
1323,Dumbbell Seal Row - Gethin Variation,Back,Dumbbell
1324,Double-bar roll-out chest fly,Chest,Other
1325,Single-leg leg extension-,Legs,Machine
1326,Standing Cable Crunch - Gethin Variation,Abs,Cable
1327,Band-assisted chin-up,Back,Bands
1328,Hammer curl,Biceps,Dumbbell
1329,High-cable standing row,Back,Cable
1330,Single-arm machine high row,Back,Machine
1331,Incline Dumbbell Row - Gethin Variation,Back,Dumbbell
1332,Incline Dumbbell Press - Gethin Variation,Chest,Dumbbell
1333,Seated Dumbbell Curl - Gethin Variation,Biceps,Dumbbell
1334,Crunch,Abs,Bands
1335,Football Up-Down,Legs,Body Only
1336,Flat Bench Lying Leg Raise - Gethin Variation,Abs,Body Only
1337,FYR Bent-Over Dumbbell Row,Back,Dumbbell
1338,Single-arm landmine pull and press,Abs,Barbell
1339,Machine Pull-Over - Gethin Variation,Back,Machine
1340,Dumbbells-together incline bench press,Triceps,Dumbbell
1341,Dumbbell Hammer Curl - Gethin Variation,Biceps,Dumbbell
1342,Banded biceps curl in squat position,Biceps,Bands
1343,Smith machine single-arm shrug,Shoulders,Machine
1344,Cable Triceps Extension - Gethin Variation,Triceps,Cable
1345,Lying leg lift,Abs,Body Only
1346,Single-Leg Press - Gethin Variation,Legs,Machine
1347,Single-arm incline triceps extension,Triceps,Cable
1348,Machine triceps extension-,Triceps,Other
1349,Hack squat-,Legs,Machine
1350,Hyperextension - Gethin Variation,Back,Body Only
1351,Kickflip Hoppdey-Wop,Abs,Curl Bar
1352,Machine Triceps Extension - Gethin Variation,Triceps,Machine
1353,Squat Bottom Position Hold,Legs,Other
1354,Ab Twist - Gethin Variation,Abs,Other
1355,High Cable Curls,Biceps,Cable
1356,Machine preacher curl,Biceps,Machine
1357,Machine Seated Chest Press - Gethin Variation,Chest,Machine
1358,Lat Pull-down - Gethin Variation,Back,Cable
1359,Band good morning-,Back,Bands
1360,Banded Hammer Press - Gethin Variation,Biceps,Bands
1361,Bench Dips - Gethin Variation,Triceps,Body Only
1362,Decline dumbbell chest fly,Back,Dumbbell
1363,Incline dumbbell overhead triceps extension,Triceps,Dumbbell
1364,Overhead Machine Triceps Extension - Gethin Variation,Triceps,Machine
1365,Hanging alternating single-leg raise,Abs,Body Only
1366,Barbell Lunge - Gethin Variation,Legs,Barbell
1367,Triceps Overhead Extension with Rope - Gethin Variation,Triceps,Cable
1368,Medicine ball pass,Abs,Medicine Ball
1369,Single-arm seated dumbbell curl,Biceps,Dumbbell
1370,Wide-Grip Lat Pull-Down - Gethin Variation,Back,Cable
1371,Natural Glute Ham Raise - Gethin Variation,Legs,Body Only
1372,Seated Machine Row - Gethin Variation,Back,Machine
1373,Partner medicine ball sit-up,Abs,Medicine Ball
1374,Smith machine lunge squat,Legs,Machine
1375,Dumbbell deadlift,Legs,Dumbbell
1376,Plank Walk,Abs,Body Only
1377,Seated cable biceps curl,Biceps,Cable
1378,Barbell Ab Roll Out - Gethin Variation,Abs,Barbell
1379,Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,Biceps,Cable
1380,Banded dip,Triceps,Body Only
1381,Sit-Up - Gethin Variation,Abs,Body Only
1382,Rack Deadlift - Gethin Variation,Legs,Barbell
1383,Single-arm dumbbell crunch,Abs,Dumbbell
1384,TRX Squat Jump,Legs,Other
1385,Cable Single-Leg Stiff-Legged Curl - Gethin Variation,Abs,
1386,Plank Push-Up,Abs,Body Only
1387,Reverse lunge,Legs,Body Only
1388,Single-leg cable stiff-legged deadlift,Back,Cable
1389,Stiff-Legged Dumbbell Deadlift - Gethin Variation,Back,Dumbbell
1390,Alternating Exercise Ball Knee Tucks - Gethin Variation,Abs,Exercise Ball
1391,Smith machine weighted push-up,Chest,Machine
1392,Groiner,Legs,Body Only
1393,Pull-up - Gethin Variation,Biceps,Body Only
1394,Decline crunch-,Abs,Body Only
1395,Single-arm barbell bent-over row,Back,Barbell
1396,Decline Dumbbell Leg Curl,Legs,
1397,Dumbbell Chest Press - Gethin Variation,Chest,Dumbbell
1398,TBS Bent-Over Dumbbell Row,Back,Dumbbell
1399,Barbell Squat - Gethin Variation,Legs,Barbell
1400,Alternating lying leg raise,Abs,Body Only
1401,Smith machine incline bench press-,Chest,Machine
1402,Decline leg lift,Abs,Body Only
1403,Hack Squat - Gethin Variation,Legs,Machine
1404,Cable rope push-down,Triceps,Cable
1405,Crunch - Gethin Variation,Abs,Body Only
1406,Seated Quad Contraction,Legs,Body Only
1407,Machine high row,Back,Other
1408,Push-Up - Gethin Variation,Chest,Body Only
1409,Lying Hamstring Curls - Gethin Variation,Legs,Machine
1410,Standing Cable Curl - Gethin Variation,Biceps,Cable
1411,Lying Cable Curl - Gethin Variation,Biceps,Dumbbell
1412,Dumbbell Floor Press - Gethin Variation,Chest,Dumbbell
1413,Behind-The-Neck Pull-Down - Gethin Variation,Back,Cable
1414,Barbell spider curl,Biceps,Other
1415,Smith machine decline bench press,Chest,Machine
1416,Weighted Crunch - Gethin Variation,Abs,Other
1417,Barbell Good Morning - Gethin Variation,Legs,Barbell
1418,Dumbbell biceps curl,Biceps,Dumbbell
1419,Plank - Gethin Variation,Abs,Body Only
1420,Single-arm incline cable cross-over-,Chest,Cable
1421,Landmine squat,Legs,Other
1422,Straight-Arm Dumbbell Pull-Over - Gethin Variation,Back,Dumbbell
1423,Back Extension - Gethin Variation,Back,Body Only
1424,Sissy squat,Legs,None
1425,Dumbbell Bulgarian split squat,Legs,Other
1426,Decline Dumbbell Press - Gethin Variation,Chest,Dumbbell
1427,Cable straight-bar push-down,Triceps,Cable
1428,Leg Press - Gethin Variation,Legs,Machine
1429,Bent-Over Dumbbell Row - Gethin Variation,Back,Dumbbell
1430,Bench Dip - Gethin Variation,Triceps,Body Only
1431,Single-arm stiff-legged deadlift,Legs,Dumbbell
1432,Single-Arm Cable Row - Gethin Variation,Back,Cable
1433,Barbell floor wiper,Abs,Body Only
1434,Ab Wheel Roll-Out - Gethin Variation,Abs,Other
1435,Smith machine drag curl,Biceps,Machine
1436,Prison Push-Up,Abs,Body Only
1437,Barbell forehead curl,Biceps,Other
1438,Speed Box Squat,Legs,Bands
1439,Exercise Ball Oblique Crunch,Abs,Exercise Ball
1440,Bird Dog,Abs,
1441,McGill Modified Curl-Up,Abs,Body Only
1442,Cross-body toe-touch,Abs,Body Only
1443,Toy soldier,Abs,Body Only
1444,Wide-Grip Machine Row,Back,Machine
1445,Scapular Rows,Back,Cable
1446,Standing V-Grip Cable Rows,Back,Cable
1447,Double Arm Cable Biceps Curl,Biceps,Cable
1448,Seated Dumbbell Overhead Triceps Press,Triceps,Dumbbell
1449,Seated Biceps Hammer Curl,Biceps,Dumbbell
1450,Natural Glute Ham Raise with Stability Ball,Abs,Body Only
1451,Lateral ape,Abs,Body Only
1452,Hollow-body knee tuck,Abs,Body Only
1453,FYR Dumbbell Overhead Hold,Abs,
1454,Seated Barbell Curl,Biceps,Barbell
1455,HM Squat with Alternating Leg Extension,Legs,Body Only
1456,HM Air Jumping Rope,Abs,Body Only
1457,HM Air Squat,Legs,Body Only
1458,HM Alternating Bent-Over Quick Row,Back,Dumbbell
1459,HM Alternating Cross Lunge,Legs,Body Only
1460,HM Alternating Donkey Kick,Legs,Body Only
1461,HM Alternating Front Kick,Legs,Body Only
1462,HM Alternating Dumbbell Plank Row,Abs,Dumbbell
1463,HM Alternating Jump Lunge,Legs,Body Only
1464,HM World's Greatest Stretch,Legs,Body Only
1465,HM Straddle Stretch,Legs,Body Only
1466,HM Alternating Lunge Reach,Abs,Body Only
1467,HM Alternating Lunge-In-Place,Legs,Body Only
1468,HM Alternating Reverse Lunge With Biceps Curl,Biceps,Dumbbell
1469,HM Alternating Side Lunge,Legs,Body Only
1470,HM Sumo Pulse,Legs,Body Only
1471,HM Sumo Squat,Legs,Body Only
1472,HM Alternating Side Plank Reach,Abs,Body Only
1473,HM Superman Lat Pull,Back,Body Only
1474,HM Alternating Side-Kick,Legs,Body Only
1475,HM Alternating Slow Step-Down With Chair,Legs,Body Only
1476,HM Alternating Sprawl Kick-Through,Legs,Body Only
1477,HM Superman Plank,Abs,Body Only
1478,HM Alternating Step-Back,Legs,Body Only
1479,HM Table Pose,Abs,Body Only
1480,HM Alternating Step-Up With Chair,Legs,Body Only
1481,HM Toe Touch,Abs,Body Only
1482,HM Tuck-Up Burpee,Legs,Body Only
1483,HM Angel Stretch,Back,Body Only
1484,HM Banana Stretch,Back,Body Only
1485,HM Banded Cross-Over Pull,Chest,Bands
1486,HM Banded Squat Toe Tap,Legs,Bands
1487,HM Bear Crawl,Legs,Body Only
1488,HM Bear Stance Fire Hydrant,Legs,Body Only
1489,HM Turkish Get-Up,Legs,Kettlebells
1490,HM Up Dog Pose,Abs,Body Only
1491,HM T-Spine Stretch on Wall,Back,Body Only
1492,HM Walking Frankenstein,Legs,Body Only
1493,HM Walking Hip Stretch,Legs,Body Only
1494,HM Wide Jump Squat,Legs,Body Only
1495,HM Right Leg Swing,Legs,Body Only
1496,HM Right Side Bird-Dog,Abs,Body Only
1497,HM Bent-Over Dumbbell Row,Back,Dumbbell
1498,HM Right Side Crunch,Abs,Body Only
1499,HM Right Side Iron Cross,Legs,Body Only
1500,HM Bicycle,Abs,Body Only
1501,HM Bird-Dog Plank,Abs,Body Only
1502,HM Boat Pose,Abs,Body Only
1503,HM Right Side-Kick,Legs,Body Only
1504,HM Bottoms Up,Abs,Body Only
1505,HM Running in Place,Legs,
1506,HM Boxer Shuffle,Legs,Body Only
1507,HM Bridge,Abs,Body Only
1508,HM Running Lunge,Legs,Body Only
1509,HM Bulgarian Split Squat On Chair,Legs,Body Only
1510,HM Burpee,Legs,Body Only
1511,HM Running Man Crunch,Abs,Body Only
1512,HM Butterfly,Legs,Body Only
1513,HM Alternating Lunge Push-Up,Legs,Body Only
1514,HM Seated Twist,Abs,Body Only
1515,HM Side-Bend Pose,Abs,Body Only
1516,HM Chair Dip,Triceps,Body Only
1517,HM Child's Pose,Back,Body Only
1518,HM Side-Plank Arm Wrap,Abs,Body Only
1519,HM Cobra,Back,Body Only
1520,HM Side-Plank with Hip Touch,Abs,Body Only
1521,HM Cobra With Arm Retraction,Back,Body Only
1522,HM Side-Plank with Kick,Abs,Body Only
1523,HM Comet,Legs,Body Only
1524,HM Couch Stretch,Legs,Body Only
1525,HM Side V-Up,Abs,Body Only
1526,HM Single-Leg Bridge,Legs,Body Only
1527,HM Crab Crunch,Abs,Body Only
1528,HM Cross-Over Crunch,Abs,Body Only
1529,HM Crunch Pulse,Abs,Body Only
1530,HM Dead Bug,Abs,Body Only
1531,HM Dive-Bomber,Back,Body Only
1532,HM Down Up,Legs,Body Only
1533,HM Downward-Facing Dog Pose,Back,Body Only
1534,HM Single-Leg Inchworm,Abs,Body Only
1535,HM Downward Dog To Left Leg Extension To Warrior Pose,Back,Body Only
1536,HM Downward Dog To Right Leg Extension To Warrior Pose,Back,Body Only
1537,HM Duck Walk,Legs,Body Only
1538,HM Dumbbell Overhead Squat,Legs,Dumbbell
1539,HM Dumbbell Squat,Legs,Dumbbell
1540,HM Floor Jack,Abs,Body Only
1541,HM Floor Wiper,Abs,Body Only
1542,HM Floor Kick,Abs,Body Only
1543,HM Fragon,Legs,Body Only
1544,HM Frankenstein,Legs,Body Only
1545,HM Single-Leg Romanian Deadlift,Legs,Kettlebells
1546,HM Single-Leg Squat on Chair,Legs,Body Only
1547,HM Single-Leg Touchdown,Legs,Body Only
1548,HM Sit-Up,Abs,Body Only
1549,HM Slow Mountain Climber,Abs,Body Only
1550,HM Slow Sit-Up,Abs,Body Only
1551,HM Speed Skater,Legs,Body Only
1552,HM Spine Twist,Back,Body Only
1553,HM Squat Jump,Legs,Body Only
1554,HM Squat Lunge,Legs,Body Only
1555,HM Frog Stretch,Legs,Body Only
1556,HM Garland Pose,Legs,Body Only
1557,HM Good Morning,Back,Body Only
1558,HM Half-Up,Abs,Body Only
1559,HM Right Knee-Up,Legs,Body Only
1560,HM High Knees,Legs,Body Only
1561,HM Hi-Low,Legs,Body Only
1562,HM Hollow-Body Pulse,Abs,Body Only
1563,HM Hollow Hold,Abs,Body Only
1564,HM Inchworm,Abs,Body Only
1565,HM Incline Push-Up On Chair,Chest,Body Only
1566,HM In-And-Out Squat,Legs,Body Only
1567,HM In-And-Out Squat Jump,Legs,Body Only
1568,HM Jumping Jack,Legs,Body Only
1569,HM Jumping Knee-Up,Legs,Body Only
1570,HM Jumping Rope,Legs,Body Only
1571,HM Kettlebell Swing,Back,Kettlebells
1572,HM Right Side Hollow Hold with Pulse,Abs,Body Only
1573,HM Right Calf-Spike Sumo Pulse,Legs,Body Only
1574,HM Reverse Lunge with Kick,Legs,Body Only
1575,HM Reverse Crunch with Frisbee,Abs,Body Only
1576,HM Kick-Back,Legs,Body Only
1577,HM Kick-Out,Legs,Body Only
1578,HM Left Knee-Up,Legs,Body Only
1579,HM Left Leg Swing,Legs,Body Only
1580,HM Left Side Bird-Dog,Abs,Body Only
1581,HM Left Side Crunch,Abs,Body Only
1582,HM Left Side Hollow Hold With Pulse,Abs,Body Only
1583,HM Left Side Iron Cross,Legs,Body Only
1584,HM Left Side-Kick,Legs,Body Only
1585,HM Monster Walk,Legs,Bands
1586,HM Reverse Crunch,Abs,Body Only
1587,HM Left-Leg Lunge And Kick-Out,Legs,Body Only
1588,HM Rag Doll,Back,Body Only
1589,HM Low Lunge With External Twist,Legs,Body Only
1590,HM Push-Up,Chest,Body Only
1591,HM Push-Plank,Chest,Body Only
1592,HM Low Lunge With External Twist And Arm Reach,Abs,Body Only
1593,HM Mountain Climber,Abs,Body Only
1594,HM Mountain Pose,Legs,Body Only
1595,HM Ninja Crawl,Legs,Body Only
1596,HM Prison Sit-Up,Abs,Body Only
1597,HM Pigeon Stretch,Legs,Body Only
1598,HM Plank Alternating Hip-Dip,Abs,Body Only
1599,HM Upward-Facing Dog Pose,Back,Body Only
1600,HM Tuck-Up Get-Up,Abs,Body Only
1601,HM Butt Kickers,Legs,Body Only
1602,HM Right-Leg Lunge And Kick-Out,Legs,Body Only
1603,HM Flutter Kick,Abs,Body Only
1604,HM Sumo Get-Up,Legs,Body Only
1605,HM Leg Lifts,Legs,Body Only
1606,HM Plank,Abs,Body Only
1607,AM Wide Grip Lat Pull Down,Back,
1608,Walking lunge,Legs,Body Only
1609,AM Standing Barbell Curl,Biceps,Barbell
1610,Hindu Push-Up,Abs,
1611,Hercules Chin-Up,Abs,
1612,Bodyweight Triceps Extension,Abs,
1613,McGill Pull-Up,Abs,Body Only
1614,Head nod,Abs,
1615,AM Skullcrusher,Triceps,Barbell
1616,AM Leg Press,Legs,Machine
1617,AM Hammer Curls,Biceps,Dumbbell
1618,AM T-Bar Row,Back,Other
1619,Leg extension,Legs,Machine
1620,AM Leg Lift,Abs,Body Only
1621,AM Barbell Squat,Legs,Barbell
1622,Single-arm triceps kick-back,Legs,Dumbbell
1623,Dumbbell chest fly,Chest,Dumbbell
1624,AM Flat Bench Barbell Press,Chest,Barbell
1625,AM Seated Hammer Curls,Biceps,Dumbbell
1626,AM Pec Dec,Chest,Machine
1627,Machine rear delt fly,Chest,Dumbbell
1628,AM Seated Hamstring Curl,Legs,Machine
1629,Straight-arm bar pull-down,Triceps,Cable
1630,AM Ab Machine,Abs,Machine
1631,AM Chest Dips,Chest,Body Only
1632,AM Close-Grip Pull-Down,Back,Cable
1633,AM Decline Abs,Abs,Body Only
1634,AM Jump Squat,Legs,Body Only
1635,AM Cable Crunch,Abs,Cable
1636,High-to-low cable chest fly,Chest,Cable
1637,AM Rope Triceps Pushdown,Triceps,Cable
1638,AM Bar Triceps Push-Down,Triceps,Cable
1639,EZ-bar preacher curl,Biceps,Barbell
1640,AM Single Arm Row,Back,Dumbbell
1641,AM Pull-Up,Back,Body Only
1642,AM Wide-Grip Pull-Down,Back,Cable
1643,Push-up,Chest,Body Only
1644,AM Bodyweight Squat,Legs,Body Only
1645,Bench crunch,Abs,Other
1646,AM Ball Crunch,Abs,Exercise Ball
1647,Bench dip,Triceps,Body Only
1648,AM Dumbbell Bench Press,Chest,Dumbbell
1649,Seated alternating biceps curl,Biceps,Dumbbell
1650,Hanging crunch,Abs,Body Only
1651,AM Cable Biceps Curl,Biceps,Cable
1652,High knees sprawl drill,Legs,Body Only
1653,Medicine ball jumping jill,Legs,Medicine Ball
1654,Rusin Band Pull-Apart,Chest,Bands
1655,Taylor Single-Arm Kettlebell Swing,Abs,Kettlebells
1656,Taylor Single-Arm Kettlebell Front Squat,Legs,Kettlebells
1657,Taylor Bottoms-Up Single-Arm Kettlebell Press,Abs,Kettlebells
1658,Taylor Plank Kettlebell Drag-Through,Abs,Kettlebells
1659,Taylor Kettlebell Goblet Clean,Legs,Kettlebells
1660,Taylor Kettlebell Swing,Legs,Kettlebells
1661,Taylor Kettlebell Goblet Squat,Legs,Kettlebells
1662,Tyler Holt Hanging Toes-To-Bar,Abs,Body Only
1663,Tyler Holt Weighted Knee-To-Chest Crunch,Abs,Cable
1664,Plyometric Power Clean,Legs,Barbell
1665,Banded Split Jerk,Legs,Barbell
1666,High Plyometric Box Jump,Legs,Body Only
1667,UP Squat,Legs,Barbell
1668,UP Bench Press,Chest,Barbell
1669,Barbell good morning,Back,Barbell
1670,UP Close-Grip Bench Press,Chest,Barbell
1671,Barbell bent-over row,Back,Barbell
1672,UP Push-up,Chest,Body Only
1673,Barbell hip thrust-,Legs,Body Only
1674,UP Conventional Deadlift,Back,Barbell
1675,Superman-,Back,Body Only
1676,UP Deficit Kettlebell Stiff-Legged Deadlift,Back,Kettlebells
1677,Goblet squat-,Legs,Kettlebells
1678,Side plank,Abs,Body Only
1679,Bird dog-,Abs,Body Only
1680,Single-leg curl up,Abs,Body Only
1681,UP Incline Dumbbell Press,Chest,Dumbbell
1682,UP Bulgarian Split Squat,Legs,Body Only
1683,Dumbbell stiff-legged deadlift,Back,Dumbbell
1684,Single-kettlebell windmill,Abs,Body Only
1685,Bent-over dumbbell rear delt fly,Back,Dumbbell
1686,Alternating hammer curl,Biceps,Dumbbell
1687,Alternating biceps curl,Biceps,Dumbbell
1688,UP Incline Dumbbell Fly,Chest,Dumbbell
1689,UP Hamstring Curl,Legs,Machine
1690,Standing EZ-bar curl,Biceps,E-Z Curl Bar
1691,Single-arm bench dumbbell row,Back,Dumbbell
1692,UP Quad Extension,Legs,Machine
1693,UP Single-Leg Press,Legs,Machine
1694,UP Leg Press,Legs,Machine
1695,Rope overhead triceps extension,Triceps,Cable
1696,Weighted back extension,Back,Body Only
1697,UP Cable Cross-Over,Chest,Cable
1698,Single-arm cable biceps curl,Biceps,Cable
1699,UP Rope Push-down,Triceps,Cable
1700,UP Seated Cable Row,Back,Cable
1701,UP Cable Straight-Arm Pull-Down,Back,Cable
1702,UP Cable Fly,Chest,Cable
1703,Cable rope pull-through deadlift,Legs,Cable
1704,UP Lat Pull-Down,Back,Cable
1705,UP Triceps Extension Straight-Bar Push-Down,Triceps,Cable
1706,UP Cable Curl With Straight Bar,Biceps,Cable
1707,UP Assisted Push-up,Chest,
1708,UP Band Abducted Squat,Legs,Bands
1709,UP Chin-Up,Back,Body Only
1710,UP Front Lunge,Abs,
1711,UP High-Bar Squat,Abs,
1712,UP Incline Bench Press,Abs,
1713,UP Sumo Deadlift,Back,
1714,UP Lat Pull-Over,Abs,
1715,UP Pendlay Row,Abs,
1716,UP Single-Leg Romanian Deadlift,Back,
1717,UP Pull-Up,Abs,
1718,UP Push Press,Abs,
1719,UP McGill Big 3,Abs,
1720,UP Front Squat,Legs,
1721,Band Resisted Dumbbell Row,Back,Dumbbell
1722,Band-resisted plyometric box squat,Abs,
1723,UN Band Assisted Pull-up Pronated,Back,Bands
1724,UN Barbell Rack Pull,Back,Barbell
1725,UN Band Assisted Pull-up Neutral,Back,Bands
1726,UN Band Assisted Pull-up Supinated,Back,Bands
1727,UN Barbell Back Squat,Legs,Barbell
1728,UN Barbell Box Squat,Legs,Barbell
1729,UN Barbell Front Squat,Legs,Barbell
1730,UN Barbell Scrape The Rack,Back,Barbell
1731,UN Bent-Over Dumbbell Row,Back,Dumbbell
1732,UN Cable Pull-Through,Back,Cable
1733,UN Cross-Body Carry,Abs,
1734,UN Push-Up,Chest,Body Only
1735,UN Dumbbell Farmer's Carry,Abs,Dumbbells
1736,UN Dumbbell RDL,Back,Dumbbell
1737,UN Forward Lunge,Legs,Body Only
1738,UN Front Foot Elevated Split Squat,Legs,Body Only
1739,UN Front Racked Carry,Abs,
1740,UN Glute Bridge,Legs,Body Only
1741,UN Half Kneeling Single-Arm Landmine Y Press,Abs,
1742,UN Loaded Banded,Abs,
1743,UN Chest Supported Row,Back,Dumbbell
1744,UN Single-Leg RDL,Legs,
1745,UN Reverse Lunge,Legs,
1746,UN Pull-Up Supinated,Biceps,Body Only
1747,UN Pull-Up Pronated,Biceps,Body Only
1748,UN Pull-Up Neutral,Biceps,Body Only
1749,UN Rear Foot Elevated Split Squat,Legs,Barbell
1750,UN Goblet Squat,Legs,Kettlebells
1751,UN Landmine Row,Back,
1752,UN lateral Lunge,Legs,
1753,UN Non-Alternating Forward Walking Lunge,Legs,
1754,UN Slight Incline Barbell Bench Press,Chest,
1755,UN High Angle Cable Row,Back,
1756,UNS Foam Roll Thigh,Abs,Body Only
1757,UNS Single-arm barbell suitcase hold,Abs,
1758,UNS Dual-handle low cable row,Abs,
1759,UNS Slight decline single-arm dumbbell row,Abs,
1760,UNS Slight incline dumbbell bench press,Abs,
1761,UNS Barbell floor press,Abs,
1762,UNS Cable half-kneeling face pull,Abs,
1763,UNS Seal jack,Abs,
1764,UNS Inverted row,Abs,Body Only
1765,UNS Banded Push-Up,Chest,Bands
1766,UNS Band pull-apart,Abs,
1767,UNS Band face pull,Abs,
1768,UNS Band over-and-back,Back,Bands
1769,UNS T-spine rotation with reach,Abs,Body Only
1770,UNS Quadruped thoracic rotation,Abs,Body Only
1771,UNS Pec stretch,Abs,Body Only
1772,UNS Lat stretch,Abs,Body Only
1773,UNS Foam Roll,Abs,Body Only
1774,UNS Foam Roll Lats,Abs,Body Only
1775,UNS Foam Roll Upper Back,Back,Body Only
1776,UNS Foam Roll Adductor,Legs,Body Only
1777,UNS Half-Kneeling Hip Flexor Stretch,Legs,Body Only
1778,UNS Rocking Adductor Stretch,Abs,Body Only
1779,UNS Bird Dog,Abs,Body Only
